,Country,Year,Total Production,Exportable Production
1033,"Congo, Dem. Rep. of",2008/09,421.9583,221.9583
1034,Costa Rica,2008/09,1499.918,1232.059
1035,Côte d'Ivoire,2008/09,2526.3263,2209.3263
1036,El Salvador,2008/09,1450.2264,1205.9264
1037,Equatorial Guinea,2008/09,0.0,0.0
1038,Ethiopia,2008/09,4948.9869,1900.9869
1039,Gabon,2008/09,2.0669999999999997,1.7919999999999998
1040,Ghana,2008/09,26.4006,24.4006
1041,Guatemala,2008/09,3784.9658,3449.9658
1042,Guinea,2008/09,504.7819,454.7819
1043,Guyana,2008/09,9.8722,1.4052
1044,Honduras,2008/09,3449.9872,3181.6542
1045,India,2008/09,4378.002,2804.6659999999997
1046,Jamaica,2008/09,31.8915,22.8915
1047,Kenya,2008/09,541.075,491.075
1048,"Lao, People's Dem. Rep. of",2008/09,405.6104,255.6104
1049,Liberia,2008/09,12.4117,7.4117
1050,Mexico,2008/09,4650.6492,2450.6492
1051,Nepal,2008/09,1.4624,1.4624
1052,Nicaragua,2008/09,1444.7342,1250.5872
1053,Nigeria,2008/09,50.0048,10.0048
1054,Panama,2008/09,149.1609,82.1609
1055,Sierra Leone,2008/09,86.2856,81.2856
1056,Sri Lanka,2008/09,30.8644,0.8644
1057,Thailand,2008/09,674.5626,74.5626
1058,Togo,2008/09,137.7531,135.7531
1059,Trinidad & Tobago,2008/09,11.4194,0.4194
1060,Uganda,2008/09,3335.167,3150.167
1061,Venezuela,2008/09,932.4219,0.0
1062,Vietnam,2008/09,18438.1201,17417.1201
1063,Yemen,2008/09,219.7968,89.7968
1064,Angola,2009/10,13.42,0.0
1065,Bolivia,2009/10,142.4751,82.4751
1066,Brazil,2009/10,43976.812000000005,25586.812
1067,Burundi,2009/10,111.613,110.214
1068,Ecuador,2009/10,813.2849,663.2849
1069,Indonesia,2009/10,11379.6699,8046.6699
1070,Madagascar,2009/10,456.9613,0.0
1071,Malawi,2009/10,16.922,15.922
1072,Papua New Guinea,2009/10,1037.9942,1035.9942
1073,Paraguay,2009/10,20.0167,0.0167
1074,Peru,2009/10,3286.0867,3036.0867
1075,Rwanda,2009/10,258.9411,257.9411
1076,Timor-Leste,2009/10,46.9126,46.9126
1077,Zimbabwe,2009/10,21.3683,17.3683
1078,"Congo, Rep. of",2009/10,3.0,0.0
1079,Cuba,2009/10,92.103,0.0
1080,Dominican Republic,2009/10,352.4645,0.0
1081,Haiti,2009/10,350.5835,10.5835
1082,Philippines,2009/10,730.4181,0.0
1083,Tanzania,2009/10,674.9343,627.9343
1084,Zambia,2009/10,28.217,28.217
1085,Benin,2009/10,0.0,0.0
1086,Cameroon,2009/10,902.2813,833.2813
1087,Central African Republic,2009/10,112.109,103.77600000000001
1088,Colombia,2009/10,8097.7801,6827.9171
1089,"Congo, Dem. Rep. of",2009/10,345.8372,145.8372
1090,Costa Rica,2009/10,1476.7476,1181.3066
1091,Côte d'Ivoire,2009/10,1988.6994,1671.6994
1092,El Salvador,2009/10,1074.6297,806.3297
1093,Equatorial Guinea,2009/10,0.0,0.0
1094,Ethiopia,2009/10,6931.1990000000005,3721.199
1095,Gabon,2009/10,493.0,243.0
1096,Ghana,2009/10,36.9277,34.9277
1097,Guatemala,2009/10,3834.7868,3514.7868
1098,Guinea,2009/10,499.2465,449.2465
1099,Guyana,2009/10,9.1767,0.9437
1100,Honduras,2009/10,3602.9169,3296.2499
1101,India,2009/10,4826.6521,3126.6521
1102,Jamaica,2009/10,25.0842,16.0842
1103,Kenya,2009/10,629.74,579.74
1104,"Lao, People's Dem. Rep. of",2009/10,433.8689,283.8689
1105,Liberia,2009/10,12.692,7.692
1106,Mexico,2009/10,4108.6243,1908.6243
1107,Nepal,2009/10,1.1083,1.1083
1108,Nicaragua,2009/10,1871.1206,1674.4986
1109,Nigeria,2009/10,34.2687,0.0
1110,Panama,2009/10,137.7393,70.7393
1111,Sierra Leone,2009/10,90.7017,85.7017
1112,Sri Lanka,2009/10,31.5032,1.5032
1113,Thailand,2009/10,794.7965,94.7965
1114,Togo,2009/10,201.8831,199.8831
1115,Trinidad & Tobago,2009/10,11.4069,0.4069
1116,Uganda,2009/10,2893.8759999999997,2705.176
1117,Venezuela,2009/10,1213.7061,0.0
1118,Vietnam,2009/10,17825.3453,16617.3453
1119,Yemen,2009/10,135.1816,5.1816
1120,Angola,2010/11,34.97,4.97
1121,Bolivia,2010/11,129.7249,69.7249
1122,Brazil,2010/11,53428.4102,34296.4102
1123,Burundi,2010/11,352.9776,350.9776
1124,Ecuador,2010/11,853.9798,703.9798
1125,Indonesia,2010/11,9128.5118,5795.5118
1126,Madagascar,2010/11,529.7233,62.7233
1127,Malawi,2010/11,16.9285,15.9285
1128,Papua New Guinea,2010/11,866.5184,865.0884
1129,Paraguay,2010/11,20.1965,0.1965
1130,Peru,2010/11,4068.823,3818.823
1131,Rwanda,2010/11,322.9191,321.9191
1132,Timor-Leste,2010/11,60.1017,59.6117
1133,Zimbabwe,2010/11,10.0859,6.0859
1134,"Congo, Rep. of",2010/11,3.0,0.0
1135,Cuba,2010/11,108.49700000000001,0.0
1136,Dominican Republic,2010/11,378.1562,0.1562
1137,Haiti,2010/11,349.5281,9.5281
1138,Philippines,2010/11,189.0533,0.0
1139,Tanzania,2010/11,845.9077,798.9077
1140,Zambia,2010/11,13.1783,13.1783
1141,Benin,2010/11,0.0,0.0
1142,Cameroon,2010/11,527.1347,458.8017
1143,Central African Republic,2010/11,78.462,68.462
1144,Colombia,2010/11,8522.6874,7214.8794
1145,"Congo, Dem. Rep. of",2010/11,305.1575,105.1575
1146,Costa Rica,2010/11,1613.6996,1206.4786
1147,Côte d'Ivoire,2010/11,836.7239999999999,519.724
1148,El Salvador,2010/11,1873.269,1597.269
1149,Equatorial Guinea,2010/11,0.0,0.0
1150,Ethiopia,2010/11,7500.3848,4117.3848
1151,Gabon,2010/11,1.8323,0.8853
1152,Ghana,2010/11,92.3075,90.3075
1153,Guatemala,2010/11,3949.9335,3609.9335
1154,Guinea,2010/11,386.4609,336.4609
1155,Guyana,2010/11,9.1433,0.6433
1156,Honduras,2010/11,4330.6854,3995.6854
1157,India,2010/11,5032.9734,3232.9734
1158,Jamaica,2010/11,20.5548,11.5548
1159,Kenya,2010/11,640.8736,590.8736
1160,"Lao, People's Dem. Rep. of",2010/11,544.3616,394.3616
1161,Liberia,2010/11,10.4386,5.4386
1162,Mexico,2010/11,4001.4319,1647.4319
1163,Nepal,2010/11,3.0825,3.0825
1164,Nicaragua,2010/11,1637.8216,1435.0766
1165,Nigeria,2010/11,42.0553,2.0553
1166,Panama,2010/11,113.8499,46.8499
1167,Sierra Leone,2010/11,32.9146,27.9146
1168,Sri Lanka,2010/11,37.0877,2.0877
1169,Thailand,2010/11,828.1734,53.1734
1170,Togo,2010/11,160.2912,158.2912
1171,Trinidad & Tobago,2010/11,10.3587,0.3587
1172,Uganda,2010/11,3267.232,3063.232
1173,Venezuela,2010/11,1202.1338,0.0
1174,Vietnam,2010/11,19999.9999,18416.9999
1175,Yemen,2010/11,161.1675,31.1675
1176,Angola,2011/12,28.715,0.0
1177,Bolivia,2011/12,142.8354,82.8354
1178,Brazil,2011/12,50591.8289,30871.8289
1179,Burundi,2011/12,204.1328,202.1328
1180,Ecuador,2011/12,825.4144,675.4144
1181,Indonesia,2011/12,6888.9233,3221.9233
1182,Madagascar,2011/12,584.8528,134.8528
1183,Malawi,2011/12,25.8264,24.8264
1184,Papua New Guinea,2011/12,1413.8545,1412.6185
1185,Paraguay,2011/12,20.0195,0.0195
1186,Peru,2011/12,5372.5296,5122.5296
1187,Rwanda,2011/12,251.071,250.071
1188,Timor-Leste,2011/12,47.3531,46.8631
1189,Zimbabwe,2011/12,8.8564,4.8564
1190,"Congo, Rep. of",2011/12,3.0,0.0
1191,Cuba,2011/12,100.15799999999999,0.0
1192,Dominican Republic,2011/12,490.5415,112.5415
1193,Haiti,2011/12,349.1949,9.1949
1194,Philippines,2011/12,179.6611,0.0
1195,Tanzania,2011/12,641.0391,582.0891
1196,Zambia,2011/12,11.1889,11.1889
1197,Benin,2011/12,0.0,0.0
1198,Cameroon,2011/12,669.3245,599.3075
1199,Central African Republic,2011/12,91.325,77.992
1200,Colombia,2011/12,7652.1286,6213.4196
1201,"Congo, Dem. Rep. of",2011/12,356.5382,156.5382
1202,Costa Rica,2011/12,1830.8955,1450.0075
1203,Côte d'Ivoire,2011/12,2216.3419,1899.3419
1204,El Salvador,2011/12,1163.7647,890.3647
1205,Equatorial Guinea,2011/12,0.0,0.0
1206,Ethiopia,2011/12,6798.4099,3415.4099
1207,Gabon,2011/12,782.0,0.0
1208,Ghana,2011/12,93.7062,91.7062
1209,Guatemala,2011/12,3850.3876,3500.3876
1210,Guinea,2011/12,385.5106,335.5106
1211,Guyana,2011/12,10.0809,1.4809
1212,Honduras,2011/12,5882.1354,5542.1354
1213,India,2011/12,5232.5414,3315.5414
1214,Jamaica,2011/12,24.0073,15.0073
1215,Kenya,2011/12,757.3153,707.3153
1216,"Lao, People's Dem. Rep. of",2011/12,514.0001,364.0001
1217,Liberia,2011/12,10.2354,5.2354
1218,Mexico,2011/12,4561.0578,2207.0578
1219,Nepal,2011/12,2.0111,2.0111
1220,Nicaragua,2011/12,2193.4210000000003,1988.16
1221,Nigeria,2011/12,46.8796,6.8796
1222,Panama,2011/12,105.6314,38.6314
1223,Sierra Leone,2011/12,78.2979,73.2979
1224,Sri Lanka,2011/12,35.6993,0.6993
1225,Thailand,2011/12,831.2755,0.0
1226,Togo,2011/12,160.047,159.83700000000002
1227,Trinidad & Tobago,2011/12,11.1577,1.1577
1228,Uganda,2011/12,3115.063,2905.063
1229,Venezuela,2011/12,902.0717,0.0
1230,Vietnam,2011/12,26499.6111,24849.6111
1231,Yemen,2011/12,185.0677,55.0677
1232,Angola,2012/13,32.79,2.79
1233,Bolivia,2012/13,114.7812,54.7812
1234,Brazil,2012/13,55420.225,35090.225
1235,Burundi,2012/13,405.9615,403.9615
1236,Ecuador,2012/13,828.1024,678.1024
1237,Indonesia,2012/13,13070.0386,9170.0386
1238,Madagascar,2012/13,499.7094,69.7094
1239,Malawi,2012/13,22.8262,21.8262
1240,Papua New Guinea,2012/13,716.488,714.7769999999999
1241,Paraguay,2012/13,20.0065,0.0065
1242,Peru,2012/13,4450.0478,4200.0478
1243,Rwanda,2012/13,258.5591,257.5591
1244,Timor-Leste,2012/13,60.7483,60.2583
1245,Zimbabwe,2012/13,7.3208,3.3208
1246,"Congo, Rep. of",2012/13,3.0,0.0
1247,Cuba,2012/13,88.14200000000001,0.0
1248,Dominican Republic,2012/13,488.4307,110.4307
1249,Haiti,2012/13,349.7319,9.7319
1250,Philippines,2012/13,177.4616,0.0
1251,Tanzania,2012/13,1151.1215,1079.4215
1252,Zambia,2012/13,5.3695,5.3695
1253,Benin,2012/13,0.0,0.0
1254,Cameroon,2012/13,371.0197,299.2867
1255,Central African Republic,2012/13,22.89,6.223
1256,Colombia,2012/13,9926.7855,8485.5765
1257,"Congo, Dem. Rep. of",2012/13,334.0453,134.0453
1258,Costa Rica,2012/13,1822.6906,1399.5936
1259,Côte d'Ivoire,2012/13,1993.8367,1676.8367
1260,El Salvador,2012/13,1239.5852,962.9852
1261,Equatorial Guinea,2012/13,0.0,0.0
1262,Ethiopia,2012/13,6233.0066,2833.0066
1263,Gabon,2012/13,751.0,0.0
1264,Ghana,2012/13,82.0067,80.0067
1265,Guatemala,2012/13,3762.9331,3402.9331
1266,Guinea,2012/13,233.5545,183.5545
1267,Guyana,2012/13,9.9779,1.2779
1268,Honduras,2012/13,4685.9958,4340.9958
1269,India,2012/13,5303.4408,3303.4408
1270,Jamaica,2012/13,23.7159,14.7159
1271,Kenya,2012/13,875.4455,825.4455
1272,"Lao, People's Dem. Rep. of",2012/13,541.4914,391.4914
1273,Liberia,2012/13,10.1213,5.1213
1274,Mexico,2012/13,4326.9422,1972.9422
1275,Nepal,2012/13,1.2073,1.2073
1276,Nicaragua,2012/13,1873.4749,1665.6109
1277,Nigeria,2012/13,40.7637,0.7637
1278,Panama,2012/13,115.5198,48.5198
1279,Sierra Leone,2012/13,61.1833,56.1833
1280,Sri Lanka,2012/13,35.2484,0.2484
1281,Thailand,2012/13,608.0946,0.0
1282,Togo,2012/13,84.0589,83.8169
1283,Trinidad & Tobago,2012/13,12.2272,2.2272
1284,Uganda,2012/13,3913.502,3697.502
1285,Venezuela,2012/13,952.4201,0.0
1286,Vietnam,2012/13,23402.1057,21577.1057
1287,Yemen,2012/13,187.5251,57.5251
1288,Angola,2013/14,34.935,4.935
1289,Bolivia,2013/14,127.9122,67.9122
1290,Brazil,2013/14,54698.0833,34613.0833
1291,Burundi,2013/14,163.2177,161.2177
1292,Ecuador,2013/14,665.545,510.545
1293,Indonesia,2013/14,12817.9493,8650.9493
1294,Madagascar,2013/14,584.4758,174.4758
1295,Malawi,2013/14,27.7944,26.7944
1296,Papua New Guinea,2013/14,835.3594,833.3204
1297,Paraguay,2013/14,20.0069,0.0069
1298,Peru,2013/14,4106.2383,3856.2383
1299,Rwanda,2013/14,257.7282,256.7282
1300,Timor-Leste,2013/14,80.2182,79.7282
1301,Zimbabwe,2013/14,8.6415,4.6415
1302,"Congo, Rep. of",2013/14,3.0,0.0
1303,Cuba,2013/14,106.685,0.0
1304,Dominican Republic,2013/14,425.3936,42.0606
1305,Haiti,2013/14,345.2098,5.2098
1306,Philippines,2013/14,185.68200000000002,0.0
1307,Tanzania,2013/14,810.9352,737.4682
1308,Zambia,2013/14,10.7527,10.7527
1309,Benin,2013/14,0.0,0.0
1310,Cameroon,2013/14,403.8311,330.3481
1311,Central African Republic,2013/14,90.104,70.104
1312,Colombia,2013/14,12163.1252,10694.1522
1313,"Congo, Dem. Rep. of",2013/14,347.087,147.08700000000002
1314,Costa Rica,2013/14,1552.0761,1217.0161
1315,Côte d'Ivoire,2013/14,2597.7673,2280.7673
1316,El Salvador,2013/14,514.9996,239.9996
1317,Equatorial Guinea,2013/14,0.0,0.0
1318,Ethiopia,2013/14,6427.4439,2877.4439
1319,Gabon,2013/14,383.0,0.0
1320,Ghana,2013/14,44.7367,42.7367
1321,Guatemala,2013/14,3189.3714,2819.3714
1322,Guinea,2013/14,101.1902,51.1902
1323,Guyana,2013/14,1.6819,0.0
1324,Honduras,2013/14,4583.0246,4233.0246
1325,India,2013/14,5075.3312,2975.3312
1326,Jamaica,2013/14,19.8292,10.8292
1327,Kenya,2013/14,837.9501,787.9501
1328,"Lao, People's Dem. Rep. of",2013/14,538.0728,388.0728
1329,Liberia,2013/14,5.939,939.0
1330,Mexico,2013/14,3916.4766,1595.4766
1331,Nepal,2013/14,0.9054,0.9054
1332,Nicaragua,2013/14,2059.8628,1850.3018
1333,Nigeria,2013/14,40.8582,0.8582
1334,Panama,2013/14,113.4685,46.4685
1335,Sierra Leone,2013/14,31.7346,26.7346
1336,Sri Lanka,2013/14,37.0825,2.0825
1337,Thailand,2013/14,638.0038,0.0
1338,Togo,2013/14,171.5059,171.2679
1339,Trinidad & Tobago,2013/14,12.2242,2.2242
1340,Uganda,2013/14,3632.867,3412.067
1341,Venezuela,2013/14,803.7688,0.0
1342,Vietnam,2013/14,27609.7814,25609.7814
1343,Yemen,2013/14,187.2981,57.2981
1344,Angola,2014/15,39.405,9.405
1345,Bolivia,2014/15,106.3766,46.3766
1346,Brazil,2014/15,52298.9787,31965.9787
1347,Burundi,2014/15,247.55,245.55
1348,Ecuador,2014/15,644.0112,489.0112
1349,Indonesia,2014/15,10862.2773,6529.2773
1350,Madagascar,2014/15,501.4544,111.4544
1351,Malawi,2014/15,24.7098,23.7098
1352,Papua New Guinea,2014/15,797.5642,795.6402
1353,Paraguay,2014/15,20.0725,0.0725
1354,Peru,2014/15,2883.2290000000003,2633.2290000000003
1355,Rwanda,2014/15,238.3438,237.3438
1356,Timor-Leste,2014/15,110.9242,110.4342
1357,Zimbabwe,2014/15,15.0124,11.0124
1358,"Congo, Rep. of",2014/15,3.0,0.0
1359,Cuba,2014/15,101.421,0.0
1360,Dominican Republic,2014/15,396.9541,8.9541
1361,Haiti,2014/15,343.2067,3.2067
1362,Philippines,2014/15,193.2142,0.0
1363,Tanzania,2014/15,752.6685,675.9515
1364,Zambia,2014/15,2.6111,2.6111
1365,Benin,2014/15,0.0,0.0
1366,Cameroon,2014/15,483.1051,407.7881
1367,Central African Republic,2014/15,62.614,42.614
1368,Colombia,2014/15,13339.4695,11834.7255
1369,"Congo, Dem. Rep. of",2014/15,334.871,134.871
1370,Costa Rica,2014/15,1475.0612,1094.3192
1371,Côte d'Ivoire,2014/15,1728.0433,1411.0433
1372,El Salvador,2014/15,664.9995,384.9995
1373,Equatorial Guinea,2014/15,0.0,0.0
1374,Ethiopia,2014/15,6575.2618,2950.2618
1375,Gabon,2014/15,517.0,0.0
1376,Ghana,2014/15,18.6847,16.6847
1377,Guatemala,2014/15,3310.0759,2930.0759
1378,Guinea,2014/15,165.1077,115.1077
1379,Guyana,2014/15,8.5834,0.0
1380,Honduras,2014/15,5268.2161,4913.2161
1381,India,2014/15,5449.866999999999,3249.867
1382,Jamaica,2014/15,21.0512,12.0512
1383,Kenya,2014/15,764.7629,714.7629
1384,"Lao, People's Dem. Rep. of",2014/15,498.5298,348.5298
1385,Liberia,2014/15,7.0733,2.0733
1386,Mexico,2014/15,3591.2,1244.2
1387,Nepal,2014/15,2.1378,2.1378
1388,Nicaragua,2014/15,1897.6828,1685.9408
1389,Nigeria,2014/15,42.7982,2.7982
1390,Panama,2014/15,106.2169,39.2169
1391,Sierra Leone,2014/15,46.4478,41.4478
1392,Sri Lanka,2014/15,35.7018,0.7018
1393,Thailand,2014/15,844.8871,0.0
1394,Togo,2014/15,143.2417,143.0467
1395,Trinidad & Tobago,2014/15,12.0013,2.0013
1396,Uganda,2014/15,3744.4770000000003,3515.277
1397,Venezuela,2014/15,650.3983,0.0
1398,Vietnam,2014/15,26499.8404,24299.8404
1399,Yemen,2014/15,183.3814,53.3814
1400,Angola,2015/16,40.515,10.515
1401,Bolivia,2015/16,89.2191,29.2191
1402,Brazil,2015/16,52425.6396,31917.6396
1403,Burundi,2015/16,274.1017,272.1017
1404,Ecuador,2015/16,644.4926,489.4926
1405,Indonesia,2015/16,12535.4751,8035.4751
1406,Madagascar,2015/16,425.2061,55.2061
1407,Malawi,2015/16,21.2015,20.2015
1408,Papua New Guinea,2015/16,711.9818,710.1818
1409,Paraguay,2015/16,20.0,0.0
1410,Peru,2015/16,3303.5542,3053.5542
1411,Rwanda,2015/16,292.6292,291.6292
1412,Timor-Leste,2015/16,59.1588,58.6688
1413,Zimbabwe,2015/16,14.2836,10.2836
1414,"Congo, Rep. of",2015/16,3.0,0.0
1415,Cuba,2015/16,99.8181,0.0
1416,Dominican Republic,2015/16,399.9543,11.9543
1417,Haiti,2015/16,340.8647,0.8647
1418,Philippines,2015/16,208.0726,0.0
1419,Tanzania,2015/16,930.172,838.122
1420,Zambia,2015/16,3.6889999999999996,3.6889999999999996
1421,Benin,2015/16,0.0,0.0
1422,Cameroon,2015/16,390.8379,314.8379
1423,Central African Republic,2015/16,100.068,80.068
1424,Colombia,2015/16,14009.1524,12337.3614
1425,"Congo, Dem. Rep. of",2015/16,370.6123,170.6123
1426,Costa Rica,2015/16,1440.1724,991.3514
1427,Côte d'Ivoire,2015/16,1289.0845,972.0845
1428,El Salvador,2015/16,565.0,280.0
1429,Equatorial Guinea,2015/16,0.0,0.0
1430,Ethiopia,2015/16,6713.9754,3013.9754
1431,Gabon,2015/16,741.0,241.0
1432,Ghana,2015/16,9.3777,7.3777
1433,Guatemala,2015/16,3409.781,3019.781
1434,Guinea,2015/16,286.4455,236.4455
1435,Guyana,2015/16,10.9693,1.9693
1436,Honduras,2015/16,5785.776,5420.776
1437,India,2015/16,5800.3381,3550.3381
1438,Jamaica,2015/16,20.0121,11.0121
1439,Kenya,2015/16,789.1671,739.1671
1440,"Lao, People's Dem. Rep. of",2015/16,515.6519,365.6519
1441,Liberia,2015/16,10.0467,5.0467
1442,Mexico,2015/16,2903.395,574.395
1443,Nepal,2015/16,1.6763,1.6763
1444,Nicaragua,2015/16,2133.4314,1919.4854
1445,Nigeria,2015/16,41.2782,1.2782
1446,Panama,2015/16,127.0784,60.0784
1447,Sierra Leone,2015/16,45.9276,40.9276
1448,Sri Lanka,2015/16,36.1933,1.1933
1449,Thailand,2015/16,761.9808,0.0
1450,Togo,2015/16,80.9232,80.7032
1451,Trinidad & Tobago,2015/16,11.7897,1.7897
1452,Uganda,2015/16,3649.567,3415.567
1453,Venezuela,2015/16,500.1259,0.0
1454,Vietnam,2015/16,28736.5941,26436.5941
1455,Yemen,2015/16,171.24599999999998,41.246
1456,Angola,2016/17,44.83,14.83
1457,Bolivia,2016/17,80.9835,20.9835
1458,Brazil,2016/17,56763.7634,35538.7634
1459,Burundi,2016/17,248.7933,246.7933
1460,Ecuador,2016/17,644.8845,489.8845
1461,Indonesia,2016/17,11491.0266,6891.0266
1462,Madagascar,2016/17,420.8227,60.8227
1463,Malawi,2016/17,19.516,18.516
1464,Papua New Guinea,2016/17,1171.1449,1169.1449
1465,Paraguay,2016/17,20.0101,0.0101
1466,Peru,2016/17,4222.8784,3972.8784
1467,Rwanda,2016/17,231.0905,230.0905
1468,Timor-Leste,2016/17,82.0206,81.5306
1469,Zimbabwe,2016/17,15.1183,11.1183
1470,"Congo, Rep. of",2016/17,3.0,0.0
1471,Cuba,2016/17,102.6,0.0
1472,Dominican Republic,2016/17,412.2085,22.2085
1473,Haiti,2016/17,341.5781,1.5781
1474,Philippines,2016/17,214.6417,0.0
1475,Tanzania,2016/17,846.0919,754.7919
1476,Zambia,2016/17,13.3181,13.3181
1477,Benin,2016/17,0.0,0.0
1478,Cameroon,2016/17,291.8761,214.8761
1479,Central African Republic,2016/17,36.5467,16.5467
1480,Colombia,2016/17,14634.0003,12897.5589
1481,"Congo, Dem. Rep. of",2016/17,323.927,123.927
1482,Costa Rica,2016/17,1371.8963,1042.4393
1483,Côte d'Ivoire,2016/17,817.4045,500.4045
1484,El Salvador,2016/17,609.9996,317.9996
1485,Equatorial Guinea,2016/17,0.0,0.0
1486,Ethiopia,2016/17,7296.9796,3571.9796
1487,Gabon,2016/17,0.5,0.0
1488,Ghana,2016/17,7.8839,5.8839
1489,Guatemala,2016/17,3684.2090000000003,3294.2090000000003
1490,Guinea,2016/17,269.9426,219.9426
1491,Guyana,2016/17,10.0482,1.0482
1492,Honduras,2016/17,7456.8976,7086.8976
1493,India,2016/17,5199.9436,2899.9436
1494,Jamaica,2016/17,18.0447,9.0447
1495,Kenya,2016/17,782.7675,732.7675
1496,"Lao, People's Dem. Rep. of",2016/17,464.5497,314.5497
1497,Liberia,2016/17,12.0867,7.0867
1498,Mexico,2016/17,3780.715,1420.715
1499,Nepal,2016/17,1.4328,1.4328
1500,Nicaragua,2016/17,2574.74,2358.012
1501,Nigeria,2016/17,43.3182,3.3182
1502,Panama,2016/17,120.1902,53.1902
1503,Sierra Leone,2016/17,37.9217,32.9217
1504,Sri Lanka,2016/17,36.7161,1.7161
1505,Thailand,2016/17,537.5435,0.0
1506,Togo,2016/17,21.9932,21.7392
1507,Trinidad & Tobago,2016/17,11.7911,1.7911
1508,Uganda,2016/17,4962.157999999999,4722.157999999999
1509,Venezuela,2016/17,525.0,0.0
1510,Vietnam,2016/17,25540.2932,23140.2932
1511,Yemen,2016/17,173.4533,43.4533
1512,Angola,2017/18,35.006,5.006
1513,Bolivia,2017/18,85.3112,25.3112
1514,Brazil,2017/18,51000.1728,29003.1728
1515,Burundi,2017/18,175.8033,173.8033
1516,Ecuador,2017/18,623.5744,468.5744
1517,Indonesia,2017/18,10902.3153,6202.3153
1518,Madagascar,2017/18,406.6854,56.6854
1519,Malawi,2017/18,11.7396,10.7396
1520,Papua New Guinea,2017/18,733.9382,731.9382
1521,Paraguay,2017/18,20.0024,0.0024
1522,Peru,2017/18,4279.6122,4029.6122
1523,Rwanda,2017/18,244.5804,243.5804
1524,Timor-Leste,2017/18,73.2951,72.8051
1525,Zimbabwe,2017/18,6.3854,2.3854
1526,"Congo, Rep. of",2017/18,3.0,0.0
1527,Cuba,2017/18,100.0,0.0
1528,Dominican Republic,2017/18,400.0,10.0
1529,Haiti,2017/18,340.0,0.0
1530,Philippines,2017/18,200.0,0.0
1531,Tanzania,2017/18,750.0,658.3330000000001
1532,Zambia,2017/18,12.0,12.0
1533,Benin,2017/18,0.0,0.0
1534,Cameroon,2017/18,375.0,297.0
1535,Central African Republic,2017/18,50.0,30.0
1536,Colombia,2017/18,14000.0,12200.0
1537,"Congo, Dem. Rep. of",2017/18,335.0,135.0
1538,Costa Rica,2017/18,1560.4389999999999,1207.105
1539,Côte d'Ivoire,2017/18,1300.0,983.0
1540,El Salvador,2017/18,740.0,440.0
1541,Equatorial Guinea,2017/18,0.0,0.0
1542,Ethiopia,2017/18,7650.0,3900.0
1543,Gabon,2017/18,0.5,0.0
1544,Ghana,2017/18,16.0,14.0
1545,Guatemala,2017/18,3800.0,3405.0
1546,Guinea,2017/18,215.0,165.0
1547,Guyana,2017/18,10.0,1.0
1548,Honduras,2017/18,8349.0,7974.0
1549,India,2017/18,5840.0,3490.0
1550,Jamaica,2017/18,17.0,8.0
1551,Kenya,2017/18,790.0,740.0
1552,"Lao, People's Dem. Rep. of",2017/18,475.0,325.0
1553,Liberia,2017/18,12.0,7.0
1554,Mexico,2017/18,4000.0,1600.0
1555,Nepal,2017/18,2.0,2.0
1556,Nicaragua,2017/18,2500.0,2282.0
1557,Nigeria,2017/18,42.0,2.0
1558,Panama,2017/18,106.0,39.0
1559,Sierra Leone,2017/18,43.0,38.0
1560,Sri Lanka,2017/18,37.0,2.0
1561,Thailand,2017/18,500.0,0.0
1562,Togo,2017/18,55.0,54.746
1563,Trinidad & Tobago,2017/18,12.0,2.0
1564,Uganda,2017/18,5100.0,4855.2
1565,Venezuela,2017/18,550.0,0.0
1566,Vietnam,2017/18,29500.0,27000.0
1567,Yemen,2017/18,175.0,45.0
